Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
7200 BLOCK OF N CONCORD AVE,25-62140,Property,Arbor Lodge,3/9/2025,1700,Larceny Offenses,Theft From Motor Vehicle,45.575611713,-122.684291345,7642858,703516,3/10/2025,1
7200 BLOCK OF N FISKE AVE,25-44754,Person,University Park,2/20/2025,0100,Assault Offenses,Intimidation,45.578274071,-122.719919928,7633765,704735,2/20/2025,1
7200 BLOCK OF N FISKE AVE,25-901003,Property,University Park,1/11/2025,2300,Larceny Offenses,All Other Larceny,45.578274071,-122.719919928,7633765,704735,1/12/2025,1
7200 BLOCK OF N LANCASTER AVE,25-907071,Property,Arbor Lodge,3/27/2025,0633,Larceny Offenses,All Other Larceny,45.575613521,-122.688381796,7641811,703545,3/27/2025,1
7200 BLOCK OF N LOMBARD ST,25-903182,Property,St Johns,2/5/2025,2050,Vandalism,Vandalism,45.587698881,-122.741409729,7628360,708322,2/6/2025,1
7200 BLOCK OF N LOMBARD ST,25-904055,Property,St Johns,2/18/2025,1450,Larceny Offenses,Theft From Motor Vehicle,45.587698881,-122.741409729,7628360,708322,2/18/2025,1
7200 BLOCK OF N MCKENNA AVE,25-909262,Property,University Park,4/20/2025,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.581308752,-122.730263865,7631148,705914,4/20/2025,1
7200 BLOCK OF N MISSISSIPPI AVE,25-911209,Property,Piedmont,5/14/2025,2245,Larceny Offenses,Theft From Motor Vehicle,45.575464587,-122.676276852,7644908,703407,5/14/2025,1
7200 BLOCK OF N MONTEITH AVE,25-911501,Property,University Park,5/15/2025,0000,Fraud Offenses,Identity Theft,45.581167513,-122.728632915,7631564,705851,5/16/2025,1
7200 BLOCK OF N OATMAN AVE,25-906426,Property,Arbor Lodge,3/11/2025,0640,Larceny Offenses,Theft From Motor Vehicle,45.575554814,-122.700517867,7638704,703608,3/19/2025,1
7200 BLOCK OF N PHILADELPHIA AVE,25-26894,Person,Cathedral Park,1/30/2025,2110,Assault Offenses,Simple Assault,45.589338461,-122.755925547,7624662,709023,1/30/2025,1
7200 BLOCK OF N PHILADELPHIA AVE,25-680175,Property,Cathedral Park,4/5/2025,0130,Motor Vehicle Theft,Motor Vehicle Theft,45.589338461,-122.755925547,7624662,709023,4/8/2025,1
7200 BLOCK OF N PHILADELPHIA AVE,25-902468,Property,Cathedral Park,1/15/2025,1500,Larceny Offenses,All Other Larceny,45.589338461,-122.755925547,7624662,709023,1/29/2025,1
7200 BLOCK OF N PHILADELPHIA AVE,25-906505,Property,Cathedral Park,3/19/2025,2150,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.589338461,-122.755925547,7624662,709023,3/19/2025,1
7200 BLOCK OF N PHILADELPHIA AVE,25-908942,Property,Cathedral Park,4/12/2025,0415,Larceny Offenses,Theft From Motor Vehicle,45.589338461,-122.755925547,7624662,709023,4/17/2025,1
7200 BLOCK OF N PORTSMOUTH AVE,25-127651,Property,University Park,5/15/2025,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.579939129,-122.725900460,7632251,705384,5/16/2025,1
7200 BLOCK OF NE 8TH AVE,25-73796,Person,Woodlawn,3/22/2025,2241,Assault Offenses,Aggravated Assault,45.575500400,-122.656459385,7649981,703284,3/22/2025,1
7200 BLOCK OF NE 11TH AVE,25-63934,Property,Woodlawn,3/6/2025,0500,Motor Vehicle Theft,Motor Vehicle Theft,45.575433641,-122.653726057,7650680,703241,3/12/2025,1
7200 BLOCK OF NE 11TH AVE,25-908193,Property,Woodlawn,3/29/2025,0038,Vandalism,Vandalism,45.575433239,-122.653601027,7650712,703240,4/8/2025,1
7200 BLOCK OF NE MALLORY AVE,25-16816,Property,Piedmont,1/19/2025,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.575460447,-122.663407919,7648202,703317,1/19/2025,1
7200 BLOCK OF NE SANDY BLVD,25-55884,Property,Roseway,2/20/2025,1200,Vandalism,Vandalism,45.548504080,-122.588348853,7667161,692986,3/3/2025,1
7200 BLOCK OF NE SANDY BLVD,25-901754,Property,Roseway,1/20/2025,1612,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,1/20/2025,1
7200 BLOCK OF NE SANDY BLVD,25-904443,Property,Roseway,2/22/2025,1915,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,2/23/2025,1
7200 BLOCK OF NE SANDY BLVD,25-904481,Property,Roseway,2/23/2025,1430,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,2/23/2025,1
7200 BLOCK OF NE SANDY BLVD,25-906234,Property,Roseway,3/16/2025,1303,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,3/16/2025,1
7200 BLOCK OF NE SANDY BLVD,25-907244,Property,Roseway,3/30/2025,1435,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,3/30/2025,1
7200 BLOCK OF NE SANDY BLVD,25-909932,Property,Roseway,4/28/2025,1950,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,4/29/2025,1
7200 BLOCK OF NE SANDY BLVD,25-911242,Property,Roseway,5/14/2025,1425,Larceny Offenses,Shoplifting,45.548582528,-122.588410311,7667146,693015,5/15/2025,1
7200 BLOCK OF S MACADAM AVE,25-900492,Property,South Portland,1/1/2025,0039,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,1/6/2025,1
7200 BLOCK OF S MACADAM AVE,25-900493,Property,South Portland,12/30/2024,2320,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,1/6/2025,1
7200 BLOCK OF S MACADAM AVE,25-900854,Property,South Portland,1/9/2025,1631,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,1/10/2025,1
7200 BLOCK OF S MACADAM AVE,25-901448,Property,South Portland,1/10/2025,1820,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,1/17/2025,1
7200 BLOCK OF S MACADAM AVE,25-901599,Property,South Portland,1/18/2025,0043,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,1/18/2025,1
7200 BLOCK OF S MACADAM AVE,25-902905,Property,South Portland,1/22/2024,1823,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,2/3/2025,1
7200 BLOCK OF S MACADAM AVE,25-903124,Property,South Portland,2/4/2025,1400,Larceny Offenses,Theft From Building,45.472392085,-122.671553578,7645107,665807,2/4/2025,1
7200 BLOCK OF S MACADAM AVE,25-904788,Property,South Portland,2/25/2025,1738,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,2/27/2025,1
7200 BLOCK OF S MACADAM AVE,25-904791,Property,South Portland,2/26/2025,1028,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,2/27/2025,1
7200 BLOCK OF S MACADAM AVE,25-905699,Property,South Portland,3/2/2025,1411,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,3/10/2025,1
7200 BLOCK OF S MACADAM AVE,25-906854,Property,South Portland,3/21/2025,2136,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,3/25/2025,1
7200 BLOCK OF S MACADAM AVE,25-907375,Property,South Portland,3/23/2025,1554,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,3/31/2025,1
7200 BLOCK OF S MACADAM AVE,25-908132,Property,South Portland,4/6/2025,2046,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,4/8/2025,1
7200 BLOCK OF S MACADAM AVE,25-909570,Property,South Portland,4/19/2025,1910,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,4/24/2025,1
7200 BLOCK OF S MACADAM AVE,25-910511,Property,South Portland,4/28/2025,1130,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,5/4/2025,1
7200 BLOCK OF S MACADAM AVE,25-910517,Property,South Portland,5/1/2025,1704,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,5/4/2025,1
7200 BLOCK OF S MACADAM AVE,25-912070,Property,South Portland,4/13/2025,1613,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,5/25/2025,1
7200 BLOCK OF S MACADAM AVE,25-912076,Property,South Portland,5/19/2025,1429,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,5/25/2025,1
7200 BLOCK OF S MACADAM AVE,25-912082,Property,South Portland,5/23/2025,1214,Larceny Offenses,Shoplifting,45.472392085,-122.671553578,7645107,665807,5/25/2025,1
7200 BLOCK OF SE 32ND AVE,25-81174,Property,Eastmoreland,3/29/2025,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.471855866,-122.630322257,7655675,665330,3/30/2025,1
7200 BLOCK OF SE 35TH AVE,25-903446,Property,Eastmoreland,2/10/2025,0510,Larceny Offenses,Theft From Motor Vehicle,45.471102328,-122.627162707,7656478,665034,2/10/2025,1
7200 BLOCK OF SE 54TH AVE,25-14541,Property,Brentwood-Darlington,1/17/2025,0300,Burglary,Burglary,45.470588695,-122.607408332,7661539,664714,1/17/2025,1
7200 BLOCK OF SE 60TH AVE,25-65850,Property,Brentwood-Darlington,3/14/2025,1227,Larceny Offenses,Theft From Motor Vehicle,45.470301898,-122.602250461,7662859,664575,3/14/2025,1
7200 BLOCK OF SE 71ST AVE,25-901717,Property,Brentwood-Darlington,1/17/2025,1030,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.470699605,-122.590387485,7665905,664641,1/20/2025,1
7200 BLOCK OF SE 72ND AVE,25-87841,Property,Brentwood-Darlington,4/6/2025,1012,Vandalism,Vandalism,45.470750383,-122.589406695,7666157,664653,4/6/2025,1
7200 BLOCK OF SE 76TH AVE,25-30077,Property,Brentwood-Darlington,2/3/2025,1215,Larceny Offenses,Theft From Motor Vehicle,45.470754588,-122.585554212,7667145,664629,2/3/2025,1
7200 BLOCK OF SE 78TH AVE,25-63496,Property,Brentwood-Darlington,3/11/2025,1846,Burglary,Burglary,45.470755875,-122.582914348,7667822,664612,3/11/2025,1
7200 BLOCK OF SE 82ND AVE,25-25878,Property,Brentwood-Darlington,1/29/2025,2056,Larceny Offenses,All Other Larceny,45.470742352,-122.579119715,7668795,664582,1/29/2025,1
7200 BLOCK OF SE 82ND AVE,25-27639,Property,Brentwood-Darlington,1/31/2025,1820,Robbery,Robbery,45.470742352,-122.579119715,7668795,664582,1/31/2025,1
7200 BLOCK OF SE 82ND AVE,25-133696,Property,Lents,5/22/2025,0632,Burglary,Burglary,45.470741869,-122.578994916,7668827,664581,5/22/2025,1
7200 BLOCK OF SE 84TH AVE,25-911541,Property,Lents,5/19/2025,1506,Larceny Offenses,All Other Larceny,45.470720124,-122.577013217,7669335,664560,5/19/2025,1
7200 BLOCK OF SE DIVISION ST,25-104692,Property,Mt Tabor,4/23/2025,0830,Motor Vehicle Theft,Motor Vehicle Theft,45.505429888,-122.588341379,7666757,677286,4/23/2025,1
7200 BLOCK OF SE DUKE ST,25-81615,Property,Brentwood-Darlington,3/30/2025,2122,Robbery,Robbery,45.475841614,-122.588704740,7666385,666504,3/30/2025,1
7200 BLOCK OF SE DUKE ST,25-87220,Society,Brentwood-Darlington,4/5/2025,1814,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.475841614,-122.588704740,7666385,666504,4/5/2025,1
7200 BLOCK OF SE FLAVEL ST,25-46204,Property,Brentwood-Darlington,2/21/2025,1400,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.468697699,-122.588828223,7666286,663901,2/21/2025,1
7200 BLOCK OF SE HAWTHORNE BLVD,25-61577,Property,Mt Tabor,3/9/2025,1622,Burglary,Burglary,45.512286744,-122.588308662,7666830,679785,3/9/2025,1
7200 BLOCK OF SE INSLEY ST,25-84132,Property,Mt Scott-Arleta,3/29/2025,1800,Larceny Offenses,Theft From Motor Vehicle,45.483701406,-122.588591941,7666488,669368,4/2/2025,1
7200 BLOCK OF SE MILWAUKIE AVE,25-906208,Property,Sellwood-Moreland,3/16/2025,1705,Larceny Offenses,Shoplifting,45.472102364,-122.648601071,7650990,665544,3/16/2025,1
7200 BLOCK OF SE MILWAUKIE AVE,25-910513,Property,Sellwood-Moreland,5/3/2025,1930,Larceny Offenses,Shoplifting,45.472102364,-122.648601071,7650990,665544,5/4/2025,1
7200 BLOCK OF SE STEPHENS ST,25-907593,Property,Mt Tabor,4/2/2025,0215,Larceny Offenses,Theft From Motor Vehicle,45.509584166,-122.588466824,7666764,678801,4/2/2025,1
7200 BLOCK OF SE STEPHENS ST,25-911136,Property,Mt Tabor,10/1/2024,0800,Fraud Offenses,Identity Theft,45.509671974,-122.588466151,7666765,678833,5/14/2025,1
7200 BLOCK OF SE WOODSTOCK BLVD,25-37264,Property,Mt Scott-Arleta,9/1/2023,0000,Fraud Offenses,Identity Theft,45.479501907,-122.588839286,7666385,667839,2/11/2025,1
7200 BLOCK OF SE WOODSTOCK BLVD,25-37264,Property,Mt Scott-Arleta,9/1/2023,0000,Larceny Offenses,All Other Larceny,45.479501907,-122.588839286,7666385,667839,2/11/2025,1
7200 BLOCK OF SW 1ST AVE,25-906743,Property,South Portland,3/23/2025,0100,Larceny Offenses,Theft From Motor Vehicle,45.471942369,-122.679503326,7643064,665698,3/23/2025,1
7200 BLOCK OF SW 13TH DR,25-57827,Property,Hillsdale,3/4/2025,0930,Motor Vehicle Theft,Motor Vehicle Theft,45.472090665,-122.689445311,7640516,665821,3/5/2025,1
7200 BLOCK OF SW 21ST AVE,25-43180,Property,Multnomah,2/7/2025,0445,Larceny Offenses,All Other Larceny,45.472047118,-122.699044586,7638054,665872,2/18/2025,1
7200 BLOCK OF SW 29TH AVE,25-905454,Property,Multnomah,3/6/2025,0035,Vandalism,Vandalism,45.472022468,-122.706620682,7636111,665916,3/7/2025,1
7200 BLOCK OF SW 33RD AVE,25-116696,Property,Multnomah,5/4/2025,2300,Larceny Offenses,Theft From Motor Vehicle,45.472156313,-122.710217487,7635190,665990,5/5/2025,1
7200 BLOCK OF SW 52ND AVE,25-106930,Property,Maplewood,4/25/2025,1305,Counterfeiting/Forgery,Counterfeiting/Forgery,45.472493231,-122.730532538,7629984,666256,4/25/2025,1
7200 BLOCK OF SW GARDEN HOME RD,25-133943,Property,Ashcreek,5/22/2025,0846,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.465750853,-122.751101810,7624641,663945,5/22/2025,1
7200 BLOCK OF SW GARDEN HOME RD,25-903710,Property,Ashcreek,2/11/2025,0720,Vandalism,Vandalism,45.465663044,-122.751102231,7624640,663913,2/15/2025,1
7300 BLOCK OF N CATLIN AVE,25-906290,Property,St Johns,3/10/2025,0035,Fraud Offenses,Identity Theft,45.594642059,-122.759837584,7623715,710984,3/15/2025,1
7300 BLOCK OF N CHARLESTON AVE,25-902709,Property,St Johns,1/31/2025,0845,Larceny Offenses,Theft From Motor Vehicle,45.588993281,-122.752258046,7625597,708871,1/31/2025,1
7300 BLOCK OF N DENVER AVE,25-61537,Person,Arbor Lodge,3/9/2025,1529,Assault Offenses,Simple Assault,45.576269927,-122.687336654,7642085,703777,3/9/2025,2
7300 BLOCK OF N FENWICK AVE,25-42659,Property,Arbor Lodge,2/18/2025,0013,Robbery,Robbery,45.576217968,-122.685307019,7642604,703744,2/18/2025,1
7300 BLOCK OF N FESSENDEN ST,25-909586,Property,St Johns,4/24/2025,1545,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.594362548,-122.738769394,7629103,710732,4/24/2025,1
7300 BLOCK OF N FISKE AVE,25-101017,Person,University Park,4/19/2025,0300,Assault Offenses,Simple Assault,45.578605294,-122.719675028,7633831,704854,4/19/2025,1
7300 BLOCK OF N HAVEN AVE,25-51976,Property,University Park,2/20/2025,0700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.579014157,-122.721519525,7633363,705016,2/27/2025,1
7300 BLOCK OF N HUDSON ST,25-74478,Property,St Johns,3/23/2025,1800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.590289113,-122.740836051,7628533,709262,3/23/2025,1
7300 BLOCK OF N JORDAN AVE,25-904983,Property,University Park,2/27/2025,1441,Larceny Offenses,All Other Larceny,45.578838982,-122.720645303,7633585,704946,3/1/2025,1
7300 BLOCK OF N MACRUM AVE,25-903720,Property,University Park,2/13/2025,0920,Larceny Offenses,Theft From Motor Vehicle,45.584223125,-122.735180688,7629919,707011,2/13/2025,1
7300 BLOCK OF N MOHAWK AVE,25-912502,Property,St Johns,5/29/2025,1700,Burglary,Burglary,45.587799540,-122.748764055,7626479,708411,5/29/2025,1
7300 BLOCK OF N NEWELL AVE,25-56165,Property,University Park,3/3/2025,1821,Burglary,Burglary,45.584005023,-122.734261667,7630152,706925,3/3/2025,1
7300 BLOCK OF N NEWELL AVE,25-903738,Property,University Park,2/12/2025,2225,Larceny Offenses,Theft From Motor Vehicle,45.584005023,-122.734261667,7630152,706925,2/13/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-39670,Property,St Johns,2/13/2025,2330,Larceny Offenses,All Other Larceny,45.592663212,-122.757914131,7624187,710249,2/14/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-55464,Property,St Johns,3/2/2025,2302,Larceny Offenses,Shoplifting,45.592663212,-122.757914131,7624187,710249,3/2/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-62819,Property,St Johns,3/11/2025,0028,Larceny Offenses,Theft From Motor Vehicle,45.592663212,-122.757914131,7624187,710249,3/11/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-62819,Property,St Johns,3/11/2025,0028,Vandalism,Vandalism,45.592663212,-122.757914131,7624187,710249,3/11/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-89414,Person,St Johns,4/8/2025,0100,Assault Offenses,Aggravated Assault,45.592663212,-122.757914131,7624187,710249,4/8/2025,1
7300 BLOCK OF N ST LOUIS AVE,25-125369,Society,St Johns,5/13/2025,2032,Weapon Law Violations,Weapons Law Violations,45.592663212,-122.757914131,7624187,710249,5/13/2025,1
7300 BLOCK OF N WESTANNA AVE,25-127570,Property,University Park,5/16/2025,0231,Motor Vehicle Theft,Motor Vehicle Theft,45.583788809,-122.733245043,7630410,706839,5/16/2025,1
7300 BLOCK OF N WILLAMETTE BLVD,25-901291,Property,Cathedral Park,1/12/2025,2210,Larceny Offenses,All Other Larceny,45.583597745,-122.744330579,7627571,706848,1/14/2025,1
7300 BLOCK OF N WILLIAMS AVE,25-902945,Property,Piedmont,2/1/2025,1200,Larceny Offenses,Theft From Motor Vehicle,45.576146891,-122.666731416,7647358,703590,2/3/2025,1
7300 BLOCK OF NE 8TH AVE,25-58438,Property,Woodlawn,3/5/2025,2200,Larceny Offenses,Theft From Motor Vehicle,45.576166176,-122.656801144,7649900,703529,3/6/2025,1
7300 BLOCK OF NE 11TH AVE,25-39230,Property,Woodlawn,2/12/2025,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.576242429,-122.653463758,7650755,703534,2/13/2025,1
7300 BLOCK OF NE COLUMBIA BLVD,25-47920,Property,Cully,2/23/2025,1224,Burglary,Burglary,45.566389318,-122.586991695,7667677,699496,2/23/2025,1
7300 BLOCK OF NE FREMONT ST,25-139717,Property,Roseway,5/27/2025,2130,Robbery,Robbery,45.548162418,-122.587371808,7667408,692855,5/27/2025,1
7300 BLOCK OF NE GLISAN ST,25-92211,Property,Montavilla,4/8/2025,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.526404458,-122.587145639,7667261,684923,4/10/2025,1
7300 BLOCK OF NE SANDY BLVD,25-4395,Person,Roseway,1/6/2025,0220,Assault Offenses,Simple Assault,45.548901221,-122.587328695,7667426,693124,1/6/2025,1
7300 BLOCK OF NE SANDY BLVD,25-50971,Property,Roseway,2/26/2025,1518,Fraud Offenses,Credit Card/ATM Fraud,45.548976927,-122.587390052,7667411,693152,2/26/2025,1
7300 BLOCK OF NE SANDY BLVD,25-51565,Property,Roseway,2/27/2025,0141,Larceny Offenses,Theft From Motor Vehicle,45.548976927,-122.587390052,7667411,693152,2/27/2025,1
7300 BLOCK OF NE SANDY BLVD,25-61877,Property,Roseway,3/9/2025,2303,Larceny Offenses,All Other Larceny,45.548976927,-122.587390052,7667411,693152,3/9/2025,1
7300 BLOCK OF NE SANDY BLVD,25-62163,Property,Roseway,2/21/2025,1200,Larceny Offenses,All Other Larceny,45.548976927,-122.587390052,7667411,693152,3/10/2025,1
7300 BLOCK OF NE SANDY BLVD,25-94968,Property,Roseway,4/13/2025,1633,Burglary,Burglary,45.548976927,-122.587390052,7667411,693152,4/13/2025,1
7300 BLOCK OF NE SANDY BLVD,25-119796,Property,Roseway,5/1/2025,0736,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.548976927,-122.587390052,7667411,693152,5/8/2025,1
7300 BLOCK OF NE SANDY BLVD,25-906855,Property,Roseway,3/17/2025,1240,Burglary,Burglary,45.548976927,-122.587390052,7667411,693152,3/25/2025,1
7300 BLOCK OF SE 17TH AVE,25-45974,Property,Sellwood-Moreland,2/19/2025,2000,Larceny Offenses,All Other Larceny,45.471688446,-122.647407751,7651292,665385,2/21/2025,1
7300 BLOCK OF SE 30TH AVE,25-906916,Property,Eastmoreland,3/24/2025,1120,Fraud Offenses,Identity Theft,45.471637289,-122.632341828,7655155,665264,3/24/2025,1
7300 BLOCK OF SE 34TH AVE,25-49600,Property,Eastmoreland,2/25/2025,0348,Burglary,Burglary,45.470713124,-122.628177602,7656214,664899,2/25/2025,1
7300 BLOCK OF SE 34TH AVE,25-50723,Property,Eastmoreland,2/26/2025,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.470713124,-122.628177602,7656214,664899,2/26/2025,1
7300 BLOCK OF SE 34TH AVE,25-905348,Property,Eastmoreland,3/6/2025,0526,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.470713554,-122.628302401,7656182,664900,3/6/2025,1
7300 BLOCK OF SE 57TH AVE,25-108119,Property,Brentwood-Darlington,4/26/2025,1625,Vandalism,Vandalism,45.469674871,-122.604726767,7662218,664363,4/26/2025,1
7300 BLOCK OF SE 60TH AVE,25-114073,Property,Brentwood-Darlington,5/1/2025,0800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.469673214,-122.602121923,7662886,664345,5/2/2025,1
7300 BLOCK OF SE 64TH AVE,25-86658,Property,Brentwood-Darlington,4/5/2025,0332,Vandalism,Vandalism,45.469847691,-122.597082574,7664180,664375,4/5/2025,1
7300 BLOCK OF SE 83RD AVE,25-104693,Property,Lents,4/22/2025,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.470003756,-122.577938482,7669091,664305,4/23/2025,1
7300 BLOCK OF SE 86TH AVE,25-901646,Property,Lents,1/19/2025,0200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.469925722,-122.574820040,7669890,664256,1/19/2025,1
7300 BLOCK OF SE 92ND AVE,25-54999,Property,Lents,3/2/2025,1153,Burglary,Burglary,45.469520598,-122.568535133,7671498,664067,3/2/2025,1
7300 BLOCK OF SE 92ND AVE,25-60311,Property,Lents,3/8/2025,0259,Burglary,Burglary,45.469518351,-122.568659830,7671466,664067,3/8/2025,1
7300 BLOCK OF SE BYBEE BLVD,25-907601,Property,Brentwood-Darlington,4/2/2025,0300,Larceny Offenses,Theft From Motor Vehicle,45.472308736,-122.587900274,7666558,665211,4/2/2025,1
7300 BLOCK OF SE CENTER ST,25-81309,Person,Foster-Powell,3/30/2025,1425,Assault Offenses,Simple Assault,45.493881521,-122.587464328,7666873,673071,3/30/2025,2
7300 BLOCK OF SE CRYSTAL SPRINGS BLVD,25-135903,Property,Brentwood-Darlington,5/24/2025,0300,Larceny Offenses,All Other Larceny,45.465109435,-122.587900945,7666490,662587,5/24/2025,1
